user_id,item_id,interaction
151,2092,0
171,2060,0
182,2086,0
187,2099,0
102,2021,0
187,2029,0
163,2059,0
175,2057,0
188,2048,0
141,2091,0
114,2061,0
161,2050,0
163,2002,0
106,2020,0
117,2003,0
113,2008,0
101,2083,0
159,2070,0
107,2046,0
180,2035,0
103,2001,0
153,2003,0
162,2017,0
133,2073,0
113,2094,0
171,2077,0
161,2039,0
181,2052,0
188,2059,0
140,2028,0
164,2088,0
187,2000,0
187,2062,0
180,2007,0
132,2004,0
140,2027,0
171,2011,0
147,2022,0
136,2098,0
185,2090,0
198,2046,0
100,2004,0
113,2026,0
114,2089,0
176,2050,0
151,2095,0
122,2014,0
135,2012,0
158,2085,0
141,2044,0
105,2027,0
143,2083,0
174,2091,0
161,2096,0
126,2061,0
176,2002,0
171,2026,0
136,2096,0
143,2023,0
131,2095,0
151,2061,0
151,2011,0
101,2002,0
155,2080,0
101,2001,0
186,2095,0
118,2001,0
189,2031,0
167,2054,0
116,2037,0
197,2069,0
115,2096,0
158,2069,0
102,2019,0
135,2018,0
118,2019,0
151,2032,0
138,2081,0
110,2091,0
149,2022,0
141,2098,0
115,2089,0
159,2001,1
111,2068,0
108,2098,0
179,2002,0
153,2032,0
174,2071,0
183,2098,0
188,2098,0
117,2081,0
134,2079,1
199,2032,0
113,2020,0
107,2006,0
132,2047,0
185,2021,0
137,2050,0
126,2026,0
129,2096,0
163,2096,0
160,2047,0
134,2063,0
116,2043,0
192,2045,0
198,2036,0
145,2052,0
159,2096,0
184,2031,0
166,2017,0
194,2053,0
145,2023,0
146,2085,0
126,2001,0
132,2008,0
147,2038,0
125,2098,0
123,2012,0
106,2056,0
119,2064,0
115,2013,0
186,2014,0
165,2031,0
185,2050,0
162,2061,0
157,2057,0
151,2041,0
153,2059,0
107,2052,0
104,2067,0
195,2093,0
154,2039,0
112,2029,0
162,2018,0
154,2089,0
161,2022,0
111,2000,0
100,2033,0
147,2088,0
100,2015,0
163,2062,0
192,2066,0
115,2050,0
156,2028,0
168,2046,0
161,2068,0
189,2089,0
138,2099,0
193,2022,0
168,2099,0
194,2009,0
157,2095,0
168,2003,0
179,2001,0
131,2090,0
111,2049,0
132,2032,0
142,2011,0
132,2039,0
143,2028,0
194,2045,0
134,2086,0
107,2092,0
189,2033,0
106,2067,0
174,2028,0
188,2020,0
135,2009,0
123,2063,0
198,2035,0
195,2023,0
195,2036,0
154,2012,0
198,2029,0
161,2083,0
185,2012,0
148,2099,0
118,2075,0
127,2077,0
151,2082,0
115,2068,0
124,2051,0
199,2052,0
156,2038,0
141,2057,0
194,2004,0
192,2074,0
175,2008,0
116,2006,0
139,2041,0
126,2065,0
136,2037,0
164,2085,0
170,2088,0
135,2069,0
118,2060,0
138,2090,0
118,2038,0
144,2012,0
157,2019,0
160,2038,0
176,2091,0
162,2024,0
137,2005,0
144,2031,0
146,2020,0
184,2074,0
135,2098,0
156,2017,0
148,2013,0
100,2053,0
115,2086,0
111,2073,0
171,2075,0
107,2091,0
107,2057,0
127,2091,0
199,2063,0
162,2016,0
183,2076,0
128,2012,0
105,2081,0
168,2046,0
109,2055,0
104,2032,0
117,2095,0
110,2084,0
188,2085,0
148,2076,0
198,2000,0
154,2005,0
168,2094,0
102,2052,0
152,2036,0
182,2016,0
172,2000,0
176,2003,0
131,2033,0
171,2038,0
133,2053,0
149,2011,0
104,2093,0
156,2016,0
146,2022,0
184,2013,0
150,2037,0
197,2037,0
181,2029,0
150,2062,0
137,2096,0
129,2050,0
128,2003,0
116,2073,0
183,2087,0
105,2052,0
142,2074,0
122,2054,0
174,2015,0
103,2055,0
195,2066,0
131,2049,0
150,2018,0
181,2091,0
121,2020,0
104,2011,0
133,2048,0
144,2026,0
146,2085,0
193,2062,0
180,2025,0
107,2098,0
178,2046,0
185,2013,0
186,2077,0
125,2013,0
106,2002,0
117,2037,0
114,2063,0
127,2073,0
116,2085,0
143,2024,0
183,2024,0
166,2017,0
185,2033,0
139,2082,0
105,2051,0
197,2058,0
169,2032,0
120,2069,0
103,2093,0
161,2093,0
154,2008,0
130,2039,0
123,2094,0
183,2091,0
178,2005,0
193,2050,0
165,2078,0
125,2050,0
104,2069,0
167,2018,0
119,2011,0
189,2013,0
136,2010,0
176,2002,0
149,2009,0
109,2043,0
139,2001,0
162,2072,0
174,2014,0
134,2093,0
168,2061,0
149,2077,0
174,2008,0
198,2034,0
163,2021,0
192,2071,0
113,2059,0
184,2036,0
177,2025,0
188,2041,0
139,2071,0
113,2031,0
137,2096,0
114,2096,0
196,2065,0
150,2038,0
105,2066,0
171,2041,0
114,2028,0
193,2026,0
137,2056,0
126,2054,0
167,2085,0
104,2073,0
137,2012,0
199,2087,0
114,2028,0
128,2046,0
144,2001,0
135,2035,0
126,2068,0
173,2037,0
122,2046,0
111,2089,0
161,2081,0
159,2042,0
199,2067,0
136,2071,0
191,2030,0
150,2028,0
140,2085,0
100,2045,0
189,2035,0
156,2000,0
154,2039,0
146,2072,0
173,2051,0
125,2040,0
124,2089,0
101,2006,0
133,2090,0
142,2058,0
150,2053,0
170,2051,0
187,2032,0
162,2021,0
184,2048,0
183,2048,0
185,2091,0
148,2070,0
112,2093,0
155,2082,0
129,2028,0
192,2029,0
118,2017,0
146,2065,0
193,2037,0
103,2000,0
154,2002,0
173,2082,0
196,2086,0
131,2049,0
107,2064,0
166,2087,0
171,2053,0
166,2050,0
107,2033,0
187,2077,0
145,2015,0
136,2053,0
194,2054,0
106,2073,0
122,2084,0
118,2035,0
181,2001,0
168,2019,0
101,2066,0
111,2019,0
137,2093,0
152,2043,0
185,2023,0
129,2058,0
195,2080,0
180,2013,0
165,2024,0
121,2003,0
128,2097,0
174,2069,0
184,2041,0
137,2033,0
124,2075,0
185,2084,0
130,2005,0
197,2011,0
152,2070,0
116,2025,0
161,2045,0
153,2064,0
135,2025,0
110,2039,0
135,2058,0
198,2053,0
123,2021,0
132,2035,0
182,2098,0
180,2061,0
197,2072,0
172,2072,0
100,2088,0
141,2024,0
102,2043,0
197,2011,0
143,2058,0
160,2016,0
154,2046,0
179,2087,0
194,2020,0
179,2069,0
181,2088,0
158,2025,0
125,2046,0
115,2070,1
125,2084,0
106,2013,0
106,2008,0
171,2058,0
181,2094,0
138,2098,0
116,2013,0
198,2059,0
102,2036,0
189,2054,0
138,2014,0
103,2092,0
112,2081,0
141,2065,0
141,2033,0
112,2012,0
195,2098,0
145,2028,0
192,2061,0
156,2015,0
109,2029,0
183,2004,0
148,2002,0
129,2067,0
136,2024,0
152,2078,0
148,2087,0
158,2036,0
142,2069,0
162,2045,0
161,2076,0
170,2051,0
171,2019,0
153,2073,0
156,2089,0
102,2005,0
153,2046,0
108,2098,0
160,2034,0
161,2016,0
131,2098,0
188,2072,0
197,2010,0
166,2091,0
166,2024,0
141,2008,0
124,2004,0
197,2087,0
137,2071,0
147,2089,0
136,2059,0
127,2068,1
139,2044,0
192,2057,0
139,2097,0
176,2032,0
118,2079,0
196,2058,0
140,2012,0
188,2052,0
162,2026,0
106,2004,0
157,2030,0
109,2031,0
129,2038,0
199,2001,0
192,2011,0
195,2012,0
116,2094,0
163,2087,0
169,2082,0
173,2095,0
127,2059,0
136,2092,0
119,2095,0
167,2090,0
111,2021,0
164,2021,0
181,2049,1
146,2028,0
198,2051,0
106,2028,0
105,2078,0
174,2057,0
197,2045,0
103,2080,0
138,2014,0
128,2074,0
101,2046,0
121,2074,0
180,2055,0
120,2046,0
158,2083,0
156,2068,0
100,2057,0
114,2033,0
163,2024,0
117,2014,0
126,2071,0
188,2016,0
107,2078,0
149,2070,0
163,2043,0
159,2002,0
114,2024,0
170,2016,0
183,2099,0
147,2059,0
101,2087,0
163,2076,0
120,2017,0
181,2094,0
110,2044,0
140,2007,0
150,2087,0
175,2045,0
179,2053,0
119,2032,0
131,2096,0
132,2076,0
176,2025,0
165,2037,0
145,2014,0
143,2048,0
160,2066,0
108,2005,0
194,2031,0
175,2007,0
191,2061,0
106,2074,0
103,2005,0
125,2002,0
159,2013,0
111,2086,0
124,2044,0
118,2054,0
144,2007,0
152,2054,0
143,2081,0
182,2021,0
155,2058,0
173,2034,0
153,2062,0
106,2075,0
184,2030,0
123,2019,0
191,2019,0
149,2048,0
135,2097,0
165,2078,0
105,2038,0
157,2011,0
117,2039,0
196,2098,0
199,2093,0
143,2013,0
136,2068,0
140,2061,0
113,2088,0
169,2016,0
127,2065,0
104,2064,0
155,2035,0
146,2030,0
166,2013,0
192,2009,0
100,2004,0
142,2075,0
163,2083,0
136,2046,0
136,2048,0
143,2055,0
178,2005,0
160,2019,0
101,2072,0
119,2025,0
134,2069,0
158,2068,0
150,2077,0
119,2052,0
142,2097,0
128,2056,0
155,2042,0
143,2037,0
144,2051,0
107,2084,0
107,2028,0
104,2085,0
164,2054,0
142,2073,0
181,2016,0
146,2075,0
188,2045,0
100,2018,0
113,2052,0
189,2061,0
163,2069,0
132,2040,1
112,2072,0
130,2074,0
103,2018,0
181,2012,0
182,2074,0
153,2070,0
114,2064,0
170,2014,0
159,2092,0
148,2095,0
143,2089,0
171,2077,0
145,2008,0
125,2071,0
169,2027,0
125,2024,0
197,2047,0
143,2099,0
147,2086,0
142,2020,0
179,2046,0
114,2024,0
150,2014,0
112,2085,0
177,2067,0
151,2026,0
127,2034,0
135,2029,0
148,2076,0
188,2093,0
194,2073,0
130,2070,0
141,2060,0
135,2083,0
106,2053,0
144,2046,0
121,2020,0
108,2025,0
109,2087,0
141,2071,0
148,2025,0
167,2049,0
199,2059,0
188,2017,0
173,2096,0
168,2046,0
197,2032,0
180,2021,0
114,2034,0
131,2010,0
177,2076,0
124,2001,0
106,2084,0
141,2038,0
174,2023,0
118,2067,0
141,2031,0
135,2096,0
172,2007,0
169,2040,0
112,2048,0
159,2004,0
131,2020,0
171,2049,0
143,2057,0
169,2001,1
101,2080,1
186,2029,0
121,2043,0
168,2076,0
146,2054,0
161,2029,0
115,2011,0
111,2007,0
115,2029,0
191,2004,0
164,2029,0
169,2021,0
131,2032,0
175,2037,0
113,2035,0
165,2084,0
172,2064,0
151,2061,0
167,2081,0
134,2021,0
185,2059,0
111,2048,0
181,2044,0
187,2029,0
166,2079,0
113,2072,0
134,2065,0
134,2081,0
181,2009,0
124,2053,0
194,2013,0
179,2053,0
151,2002,0
105,2024,0
197,2007,0
167,2024,0
144,2059,0
195,2091,0
177,2019,0
159,2062,0
192,2042,0
159,2022,0
104,2082,0
188,2001,0
149,2030,0
172,2086,0
198,2020,0
161,2006,0
196,2003,0
139,2016,0
151,2092,0
137,2049,0
162,2061,0
198,2006,0
185,2013,0
185,2004,0
101,2061,0
178,2020,0
157,2038,0
112,2084,0
184,2052,0
144,2031,0
198,2059,0
120,2051,0
125,2067,0
181,2098,0
151,2028,0
120,2041,0
163,2016,0
140,2000,0
147,2028,0
157,2059,0
127,2074,0
107,2058,0
148,2078,0
186,2087,0
168,2031,0
186,2007,0
186,2042,0
150,2023,0
116,2004,0
157,2030,0
110,2051,0
106,2027,0
157,2004,0
195,2007,0
137,2095,0
180,2094,0
124,2072,0
149,2066,0
167,2077,0
188,2061,0
109,2020,0
190,2001,0
152,2031,0
131,2031,0
110,2009,0
139,2017,0
124,2058,0
188,2021,0
183,2084,0
150,2045,0
120,2098,0
193,2038,0
146,2017,0
120,2007,0
106,2022,0
174,2085,0
188,2021,0
112,2081,0
184,2078,0
149,2094,0
122,2087,0
121,2042,0
196,2055,0
118,2022,0
138,2024,0
107,2057,0
100,2004,0
103,2098,0
197,2088,0
145,2090,0
140,2012,0
135,2085,0
157,2053,0
177,2013,0
152,2019,0
194,2069,0
157,2003,0
103,2019,0
198,2025,0
184,2053,0
120,2073,0
103,2059,0
119,2016,0
103,2092,0
187,2079,0
103,2023,0
181,2018,0
159,2018,0
182,2021,0
175,2029,0
130,2099,0
147,2044,0
154,2054,0
162,2091,0
174,2056,0
144,2032,0
103,2019,0
190,2014,0
177,2074,0
189,2015,0
160,2009,0
176,2093,0
169,2080,0
150,2018,0
145,2025,0
192,2063,0
148,2020,0
104,2099,0
103,2038,0
100,2023,0
169,2040,0
159,2059,0
183,2023,0
184,2029,0
129,2085,0
134,2054,0
109,2079,0
194,2088,0
143,2072,0
155,2083,0
156,2020,0
132,2090,0
114,2081,0
174,2019,0
147,2070,0
125,2013,0
157,2020,0
102,2086,0
187,2048,0
188,2084,0
160,2040,0
167,2070,0
132,2080,0
160,2097,0
142,2040,0
148,2016,0
169,2097,0
184,2004,0
156,2065,0
115,2050,0
185,2075,0
139,2037,0
109,2098,0
162,2048,0
106,2020,0
167,2085,0
184,2078,0
191,2013,0
139,2057,0
162,2065,0
102,2071,0
141,2098,0
151,2022,0
149,2042,0
150,2010,0
173,2007,0
191,2040,0
184,2071,0
146,2014,0
181,2041,0
169,2011,0
179,2002,0
126,2039,0
191,2000,0
107,2031,0
103,2093,0
118,2031,0
110,2045,0
100,2062,0
120,2029,0
103,2027,0
194,2058,0
126,2068,0
196,2067,0
133,2025,0
104,2098,0
192,2008,0
149,2005,0
143,2010,0
172,2084,0
185,2002,0
129,2089,0
127,2089,0
184,2034,0
140,2050,0
157,2074,0
147,2021,0
110,2093,0
134,2032,0
115,2033,0
139,2027,0
169,2072,0
100,2071,0
162,2066,0
124,2046,0
162,2020,0
152,2045,0
199,2075,0
108,2098,0
178,2081,0
105,2090,0
190,2097,0
137,2013,0
171,2061,0
129,2077,0
124,2039,0
125,2086,0
182,2050,0
118,2072,0
144,2070,0
172,2018,0
113,2037,0
135,2039,0
108,2063,0
151,2088,0
152,2098,0
177,2093,0
167,2091,0
185,2040,0
154,2015,0
147,2029,0
110,2063,0
184,2020,0
119,2066,0
172,2060,0
134,2080,0
195,2064,0
186,2046,0
153,2075,0
114,2018,0
192,2021,0
150,2037,0
128,2050,0
170,2091,0
121,2075,0
185,2065,0
190,2054,0
171,2086,0
185,2024,0
160,2011,0
126,2007,0
